DataId,Name,Category,Alias,Hidden
730a5408-6167-4807-87bb-647ea223aa9f,Army of Me,OTHER,OTHER/TO_METAMORPH/DOLAN/q_1223_army_of_me,0
c6f7ef3c-0543-4c9c-b095-153a86a1d605,Life is a Shooting Range: Part 1,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_kill_bots_from_small_range,0
20cf2223-5a50-49cf-857a-7f3435586ea8,Charging Stations,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_charging_stations,0
b4feddb8-9f07-4b89-a90b-396221c6041e,Power Saving,OTHER,OTHER/TO_METAMORPH/DOLAN/q_1223_energy_saving,0
e2b27930-952e-458d-bb09-daa0cd66842c,Craftsmanship,_OBSOLETE,_OBSOLETE/q_1223_equipment_crafting_part2,0
ee57e3ee-be99-4a96-bb39-ef89f432e264,Gun Tuning,_OBSOLETE,_OBSOLETE/q_1223_gun_tuning_part2,0
42f83b8f-2d8d-424e-900e-1c3e99a6eaac,Peeking Into the Basement,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_scout_out_the_basement,0
d65f5c75-13a5-41d5-9103-f2f480fef935,The Source of Metal,OTHER,OTHER/TO_METAMORPH/DOLAN/q_1223_source_of_metal,0
1e21e3ac-b2a2-4cb5-9514-1adfa5c73466,Headhunting,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_head_hunt,0
3a4c0afd-0122-4587-86b5-48116d9a6f45,Pipes and Moustache,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_secure_fastening,0
4c91e394-d318-46b8-a447-979e36442d80,Customs Clearance,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_cargo_inspection,0
ff642824-d998-47ba-a2e3-4013f185e6c8,Wrench Fest,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_send_wrench,0
fe847765-d53f-4ba8-a51c-efbc3d4d8c51,Tangential Flow,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_sealing_failure,0
e2e1296f-adbd-47e4-981a-2fd2977a68e1,Fly-by-Wire,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_send_wires,0
87d649b7-80fb-4bce-a564-a4c0e673ee8a,1984,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_send_metaphone,0
8df62153-eb8c-4868-9acb-054e679d53c1,The Headless Rider,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_killer_biker,0
196092e2-eb29-4c23-867f-be17ed86fc24,Cable Television,OTHER,OTHER/TO_METAMORPH/DOLAN/q_1223_send_electrical_wire,0
674fc831-d64b-4296-9465-7ddb08a13d70,Some Inch Nails,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_send_nails,0
07d3f39b-3f1e-448d-a082-bb8bca75e32d,That looks FOAMiliar,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_1223_send_foam,0
15531059-972a-427f-a1a0-f5f864048a1a,Fabrics Fabricated,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_loading,0
660e9d0e-bb9f-4b4a-8bc4-4082c3d179a6,Lending Another Hand,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_send_a_few_guns,0
0c02c4cf-e086-47a6-ae21-5dea94bdcb43,q x analytics build aid crafter v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_aid_crafter_v1,1
80c586e8-571d-4a66-b5ea-dc5e58cf193c,q x analytics build solar array v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_solar_array_v1,1
2f8046d4-5e69-4b0e-9d08-ae4f7728b999,q x analytics build armor crafter v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_armor_crafter_v1,1
7d3cc957-4b13-4d74-ae5b-6afb0a844ab7,q x analytics build laboratory v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_laboratory_v1,1
0a2a80ef-db3e-42bf-9e95-8d67738967c5,q x analytics build recycler v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_recycler_v1,1
58eda4a1-1bfa-4eb2-be57-0163b6d40f79,q x analytics build insurance v2,OTHER,OTHER/ANALYTICS/q_x_analytics_build_insurance_v2,1
0988f0e3-703f-49dc-8acf-c11d9be8fd3c,q x analytics build insurance v3,OTHER,OTHER/ANALYTICS/q_x_analytics_build_insurance_v3,1
8e12640e-85d5-4b35-8440-8003eca40d9f,q x analytics build weapon tuner v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_weapon_tuner_v1,1
b83b6596-bab8-4c55-a2c5-2edd2f131384,q x analytics build weapon tuner v2,OTHER,OTHER/ANALYTICS/q_x_analytics_build_weapon_tuner_v2,1
123fd6f1-3fdd-4dc3-97c3-e354bf151451,q x analytics build weapon tuner v3,OTHER,OTHER/ANALYTICS/q_x_analytics_build_weapon_tuner_v3,1
e238cfd9-9b4e-40be-8e0a-8a25ca8052b2,q x analytics build weapon tuner v4,OTHER,OTHER/ANALYTICS/q_x_analytics_build_weapon_tuner_v4,1
1520bcb0-c94a-4a23-b731-e2360d1bc187,q x analytics build armor crafter v4,OTHER,OTHER/ANALYTICS/q_x_analytics_build_armor_crafter_v4,1
19d87964-d140-49ea-baa0-645eb479ffca,q x analytics build ammo crafter v4,OTHER,OTHER/ANALYTICS/q_x_analytics_build_ammo_crafter_v4,1
bf550a29-154a-4d76-ad4e-08466a06407a,q x analytics build aid crafter v4,OTHER,OTHER/ANALYTICS/q_x_analytics_build_aid_crafter_v4,1
463f5f8c-a999-4939-8a5c-7157c132036f,q x analytics build armor crafter v5,OTHER,OTHER/ANALYTICS/q_x_analytics_build_armor_crafter_v5,1
4d248683-f165-4839-a9eb-780287e30fdc,q x analytics build ammo crafter v5,OTHER,OTHER/ANALYTICS/q_x_analytics_build_ammo_crafter_v5,1
225444f3-c601-42cb-88e9-02d3b979f880,q x analytics build aid crafter v5,OTHER,OTHER/ANALYTICS/q_x_analytics_build_aid_crafter_v5,1
3bfea9ec-1dab-4fd4-ba8e-f8efca875b6a,q x analytics build 3d printer v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_3d_printer_v1,1
309256ba-c2d1-42d8-8a52-89b7b49d1757,q x analytics build 3d printer v2,OTHER,OTHER/ANALYTICS/q_x_analytics_build_3d_printer_v2,1
56415d5a-f6c8-4d38-b62d-4cedaa89d875,q x analytics build 3d printer v3,OTHER,OTHER/ANALYTICS/q_x_analytics_build_3d_printer_v3,1
d15e9194-7062-46b2-9b77-1e97d55ccfa3,q x analytics build body tuner v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_body_tuner_v1,1
843d2c87-b7f6-42d2-8b46-e9f5ceeb8515,q x analytics build body tuner v2,OTHER,OTHER/ANALYTICS/q_x_analytics_build_body_tuner_v2,1
75978488-103c-400f-a188-6b80d8a21cc6,q x analytics build body tuner v3,OTHER,OTHER/ANALYTICS/q_x_analytics_build_body_tuner_v3,1
33ea2300-5b36-4a72-a61b-57a9813380c0,q x analytics build body crafter v1,OTHER,OTHER/ANALYTICS/q_x_analytics_build_body_crafter_v1,1
193396c7-d051-4df3-8825-1271be37ba12,q x analytics build body crafter v2,OTHER,OTHER/ANALYTICS/q_x_analytics_build_body_crafter_v2,1
5d232a8b-0f40-4ff2-836b-28545d9cdf08,q x analytics build body crafter v3,OTHER,OTHER/ANALYTICS/q_x_analytics_build_body_crafter_v3,1
7b48f549-e8b5-49d6-ad04-c63a421b19ff,q x shadow unlock port timer,TIMERS,TIMERS/q_x_shadow_unlock_port_timer,0
510797f3-b24a-431a-8c41-506ed93f2436,The Cutters,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_send_wire_cutters,0
16ff4ead-2cc5-43c2-bb5c-04bcdf168e2a,A Picnic,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_send_lunchbox,0
048db62e-ddff-4236-826a-65a1511d7e6b,Life is a Shooting Range: Part 4,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_kill_headshot_eta45_warehouse,0
5544f7f1-ffc4-4197-ae52-53e074d84c00,Evil Corp,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_send_umbrella,0
9f03406b-85f8-48e8-8726-78dd66b2147d,Lost Property,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_lost_property,0
1a4da2e6-7c63-4cc7-ac80-0278ac75e91f,A Party,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_place_gunpowder_a,0
6caefcfb-3a86-4692-a7c2-a34dcde068ce,Tree-factor Authentication,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_three_factor_authentication_part2,0
3ad8c770-c90d-47ab-8194-333d1ce9a0f2,Low Charge,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_charge_the_loader,0
26d56ba8-bddc-4c39-99a6-f7eb1383e116,Healthy Sleep,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_send_hammock,0
e9192a7b-6c3b-41f0-ad1c-4b4e646fa695,Voltage Drop,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_voltage_drop,0
a5a38405-2999-4e91-a57a-be7073ca7042,What Will We Do With a Drunken Sealer?,OTHER,OTHER/TO_METAMORPH/THRIFTIE/q_0324_send_sealant,0
8b367446-df56-4c12-8449-9edd7399f04e,Packing for the Trip,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_place_shotgun,0
56e515f1-c81f-4719-b1ce-b02308339e4e,Zenith of the Textile Industry,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_send_zenith,0
013ac99d-5e77-492f-ae70-6f80bbf43d9d,Aid Kits Cargo,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_place_aid_kits_port,0
d95b6664-313f-4ca8-85e6-3f4506c3eb00,Hidden Blueprints,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_hidden_blueprints,0
91145203-5bc4-4b13-a0d4-44c4eada065e,Humanity's Legacy,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_send_granulated_plastic,0
106d39ef-f95d-458b-962c-129c8d4c4edb,Kitchen Tools,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_place_cooking_homeware,0
ca4348c4-1a73-461c-8f89-d3086c2046b6,Technical Inspection,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_fix_forklifts,0
82a3a9e4-774b-4c32-9e8b-2d345cec86f1,Big Bang practice,OTHER,OTHER/TO_METAMORPH/DOLAN/q_0324_place_explosives,0
63f2cadc-8cdb-4041-8dae-7a4d40c5d535,Infiltration,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_infiltration,0
75bb8590-a7d8-458a-b74e-8a7a4cca96ea,Rogue AI,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_rogue_ai,0
edfaa9f4-aa7e-484b-8026-37e1eb82bc9c,Unstable Connection,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_power_stations,0
47ff2757-a111-427b-a68e-18b9b45afbbc,Replacement,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_sniper_port,0
594541aa-e762-4b53-8040-d1efb2ef9ea6,Retrieving the Manifest,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_retrieving_the_declaration,0
a358ebc9-16f1-4774-aaa8-66e1d2f60054,Attack Investigation,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_suspicious_rig_charger,0
6eb0d174-f71b-4b25-82cf-05b98d3fa7e0,Classified Information,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_classified_information,0
6dcd653b-e729-46b2-adf7-cbace1e451e2,Heavy Metal,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_heavy_metal,0
8aa4361b-73ef-4cd5-b89c-422634517919,Construction Work,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_kill_safety_helmet_shotgun,0
4bcc6c69-804a-4efb-917a-5b2178f154b7,Breaching the Basement,OTHER,OTHER/TO_METAMORPH/CIDEMANN/q_6254_breaching_the_basement,0
de347a82-3073-4cd6-abe2-6ac56b45ce24,New Frontiers: Part 1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0002_NEW_FRONTIERS/DISABLED_mission_basic_b001_0002_0000,0
8a2641f0-6ca8-4cd4-9ec8-16230cdf8caf,New Frontiers: Part 2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0002_NEW_FRONTIERS/mission_basic_b001_0002_0020,0
57bc249f-495b-440e-bbf8-4f6053bbe45a,Trial by Fire: Part 1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0004_TRIAL_BY_FIRE/mission_basic_b001_0004_0000,0
de4c84a5-7c35-4d42-8be4-25cc719158ff,Trial by Fire: Part 2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0004_TRIAL_BY_FIRE/mission_basic_b001_0004_0020,0
b311f187-055a-45c0-8b31-cfc9a10059f0,Trial by Fire: Part 3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0004_TRIAL_BY_FIRE/mission_basic_b001_0004_0040,0
f9aa3a4a-0255-4da2-a68f-69a7b6f01876,Home Sweet Home: Body Crafter v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/BODYCRAFTER/mission_basic_b001_0005_0000,0
e7ba823c-0277-435a-b927-b7945a6802bd,Headhunter: Part 1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0007_HEADHUNTER/mission_basic_b001_0007_0000,0
ac485576-480d-4b7f-8f61-c6a0af1e67cc,Headhunter: Part 2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0007_HEADHUNTER/mission_basic_b001_0007_0020,0
d731abf5-65e8-4e5c-ba3d-06b0e672edfb,ABCs: Response Test,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0001_ABCS/mission_basic_b001_0001_0040,0
45ae19b9-5eb6-4005-88ad-a00547e7eeec,ABCs: The Warm Up,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0001_ABCS/mission_basic_b001_0001_0020,0
707f06d5-9528-4583-ae72-a8721e4336f2,Home Sweet Home: Armor and textile workbench v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/ARMOR CRAFTER/mission_basic_b001_0005_0020,0
70a74039-3b0e-41a4-a820-d4b29ffcb8bf,Home Sweet Home: Recycler v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/RECYCLER/mission_basic_b001_0005_0040,0
31bfdc57-3cd5-438d-adae-690333df6b42,Shopaholic: Part 1,_OBSOLETE,_OBSOLETE/mission_basic_b001_0003_0000,0
d00d1bf3-f307-4206-838a-32ac98306e38,"Yeah, definitely not a five-star hotel. Well, we all have to start somewhere…",TUTORIAL AND GUIDE MESSAGES,TUTORIAL AND GUIDE MESSAGES/mission_basic_b000_0001_0000,1
cd5f9032-94ba-48ec-be34-fdec7b62b021,mission basic b000 0000 0000,TIMERS,TIMERS/mission_basic_b000_0000_0000,0
7a687c97-8069-4dea-bd98-c4d0665250fb,Here you can replace your body parts.,TUTORIAL AND GUIDE MESSAGES,TUTORIAL AND GUIDE MESSAGES/q_x_first_open_body_tuner,1
217f5780-8388-4db8-b29c-447b5a4864bb,Here you can tune your body parts.,TUTORIAL AND GUIDE MESSAGES,TUTORIAL AND GUIDE MESSAGES/q_x_first_open_body_parts_tuner,1
ee5d6add-1a0b-4fc2-8ae8-5def39d0b553,"Here you can tune your weapons, attach and detach weapon mods.",TUTORIAL AND GUIDE MESSAGES,TUTORIAL AND GUIDE MESSAGES/q_x_first_open_weapon_workbench,1
5712aae3-0130-4bbd-8c68-aaefd55773e5,Trial by Fire: Part 4,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0004_TRIAL_BY_FIRE/mission_basic_b001_0004_0060,0
dc9b755f-2c79-4048-8101-7ea56262c716,Trial by Fire: Part 5,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0004_TRIAL_BY_FIRE/mission_basic_b001_0004_0080,0
924db973-f452-4b03-a639-43cb9038bd34,Shopaholic: Part 1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0003_SHOPAHOLIC/mission_basic_b001_0003_0020,0
0a5f8010-8dfb-4c99-9648-406958aeb6ae,Shopaholic: Part 2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0003_SHOPAHOLIC/mission_basic_b001_0003_0040,0
bd0a6caf-049a-4330-bdcf-afa273ce4bb7,mission tutor b000 0001 0000,_OBSOLETE,_OBSOLETE/mission_tutor_b000_0001_0000,0
ad88be65-a343-431f-9388-e67859537523,The Grand Reboot,MISSIONS,MISSIONS/BASIC/B003 - COUNCIL OF THETA/M0001_THE GRAND REBOOT/mission_basic_b003_0001_0000,0
ba329553-482e-417e-8dcc-0345118d7ae4,Oh! I thought it didn't work! Nice! My job here is done. Goodbye! For now...,_OBSOLETE,_OBSOLETE/mission_basic_b000_0002_0000,0
dc4c8ebd-e5f9-4736-b310-8a9959926f11,ABCs: Unboxing,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0001_ABCS/mission_basic_b002_0001_0000,0
4851914f-1fb8-4c46-a9cd-339c61897c63,ABCs: Quid pro Quo,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0001_ABCS/mission_basic_b002_0001_0020,0
48566e4b-8dac-43ff-82f1-86065ef4c143,"Yeah, definitely not a five-star hotel. Well, we all have to start somewhere…",_OBSOLETE,_OBSOLETE/mission_basic_b000_0003_0000,1
90c00d22-22ea-49b6-b4ba-3605ce8d7398,ABCs: Target Practice,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0001_ABCS/mission_basic_b002_0001_0040,0
15cab819-3995-464e-8802-292d5249451e,ABCs: Head Check,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0001_ABCS/mission_basic_b002_0001_0060,0
1d4bcf10-cb88-4280-b749-b70eb0409bcf,ABCs: Hidden Gems,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0001_ABCS/mission_basic_b002_0002_0020,0
955ea658-5286-495f-9c46-d82757677eab,Mousetrap: Part 1,MISSIONS,MISSIONS/EVER/B001/M001 - MOUSETRAP/mission_ever_b001_0001_0000,0
f51bf657-baa1-4956-9e76-c94fb0fa295a,Mousetrap: Part 2,MISSIONS,MISSIONS/EVER/B001/M001 - MOUSETRAP/mission_ever_b001_0001_0020,0
f68451f5-6981-4b62-937c-e37110212d78,Mousetrap: Part 3,MISSIONS,MISSIONS/EVER/B001/M001 - MOUSETRAP/mission_ever_b001_0001_0040,0
9f15b99c-b2a4-4bc0-a2b9-0e4408544b03,Mousetrap: Part 4,MISSIONS,MISSIONS/EVER/B001/M001 - MOUSETRAP/mission_ever_b001_0001_0060,0
cfcd6054-f236-48fd-bd87-bb1b6b78a74b,ABCs: Better Safe Than Sorry,_OBSOLETE,_OBSOLETE/mission_basic_b001_0001_0021,0
5c6fdcd9-4266-456f-8340-6e48d359e8fb,Nice job! Collect your reward from the Missions menu!,_OBSOLETE,_OBSOLETE/mission_basic_b000_0001_0021,1
1383ca38-7e97-403f-8131-4f8e868951b1,Follow the instructions.,_OBSOLETE,_OBSOLETE/mission_tutor_b000_0003_0000,1
e6147237-c96a-4c93-8bcf-e5ae61e69b74,Here you can trade with other players and Traders.,_OBSOLETE,_OBSOLETE/mission_tutor_b000_0004_0000,0
eebc2fc3-03fd-402c-8598-2c913202f309,Talking Head: Part 1,MISSIONS,MISSIONS/EVER/B002/M0001 - TALKING HEAD/mission_ever_b002_0001_0000,0
a1b0fe67-3434-469c-81db-360d977a20b5,Talking Head: Part 2,MISSIONS,MISSIONS/EVER/B002/M0001 - TALKING HEAD/mission_ever_b002_0001_0020,0
d9580035-b861-42e7-852b-b754a2a6aa30,Talking Head: Part 3,MISSIONS,MISSIONS/EVER/B002/M0001 - TALKING HEAD/mission_ever_b002_0001_0040,0
7760333a-2e83-4dab-92b4-3e7cebc504c9,Talking Head: Part 4,MISSIONS,MISSIONS/EVER/B002/M0001 - TALKING HEAD/mission_ever_b002_0001_0060,0
b56c2208-9ed6-475a-8b95-ea1980652069,Talking Head: Part 5,MISSIONS,MISSIONS/EVER/B002/M0001 - TALKING HEAD/mission_ever_b002_0001_0080,0
f60e0e94-1fbd-4595-a798-6ae28746d237,Shooting Exercise,DAILY,DAILY/ELIM/B001/daily_elim_b001_0001_0000,0
97e4080d-7336-47b0-982d-859344392cb7,Shooting Exercise,DAILY,DAILY/ELIM/B002/daily_elim_b002_0001_0000,0
